Gap	Count
33.625	44535
35.625	45415
34.625	45018
36.625	45911
37.625	45681
39.625	44620
38.625	43804
41.625	44148
40.625	44606
43.625	43886
42.625	45559
44.625	44169
45.625	43816
46.625	44703
47.625	44907
48.625	44384
49.625	44176
51.625	44485
50.625	44663
53.625	46238
52.625	45082
55.625	44418
54.625	43953
56.625	46975
57.625	46548
59.625	47565
58.625	46121
60.625	49200
61.625	50035
63.625	47674
62.625	48238
65.25	28875
67.25	29216
69.25	29305
71.25	30944
73.25	28708
75.25	29909
77.25	31894
79.25	28567
83.25	31428
81.25	29910
85.25	32105
87.25	32086
89.25	31398
91.25	30534
95.25	31093
93.25	31356
99.25	31673
97.25	32370
103.25	33025
101.25	32387
107.25	33019
105.25	32989
111.25	36561
109.25	33419
115.25	37460
113.25	35078
119.25	38354
117.25	37222
121.25	36551
123.25	37856
127.25	41297
125.25	39051
130.5	64384
134.5	60669
142.5	56362
138.5	60275
146.5	54974
150.5	54021
158.5	49742
154.5	52829
162.5	48009
166.5	46214
